timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,Latency
2016/09/08 23:49:35,130,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-1,text,true,127
2016/09/08 23:49:36,6,BeanShell Sampler,200,OK,ThreadGroup 1-1,text,true,0
2016/09/08 23:49:40,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-2,text,true,41
2016/09/08 23:49:40,15,BeanShell Sampler,200,OK,ThreadGroup 1-2,text,true,0
2016/09/08 23:49:45,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-3,text,true,41
2016/09/08 23:49:45,4,BeanShell Sampler,200,OK,ThreadGroup 1-3,text,true,0
2016/09/08 23:49:41,7404,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-1,text,true,7404
2016/09/08 23:49:50,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-4,text,true,40
2016/09/08 23:49:50,4,BeanShell Sampler,200,OK,ThreadGroup 1-4,text,true,0
2016/09/08 23:49:45,9365,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-2,text,true,9365
2016/09/08 23:49:55,44,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-5,text,true,44
2016/09/08 23:49:55,3,BeanShell Sampler,200,OK,ThreadGroup 1-5,text,true,0
2016/09/08 23:50:00,43,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-6,text,true,43
2016/09/08 23:50:01,4,BeanShell Sampler,200,OK,ThreadGroup 1-6,text,true,0
2016/09/08 23:49:50,11086,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-3,text,true,11086
2016/09/08 23:49:55,9970,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-4,text,true,9970
2016/09/08 23:50:05,46,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-7,text,true,45
2016/09/08 23:50:06,3,BeanShell Sampler,200,OK,ThreadGroup 1-7,text,true,0
2016/09/08 23:50:00,8645,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-5,text,true,8645
2016/09/08 23:50:10,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-8,text,true,42
2016/09/08 23:50:11,3,BeanShell Sampler,200,OK,ThreadGroup 1-8,text,true,0
