timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,Latency
2016/09/03 17:14:32,134,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-1,text,true,131
2016/09/03 17:14:32,5,BeanShell Sampler,200,OK,ThreadGroup 1-1,text,true,0
2016/09/03 17:14:34,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-2,text,true,40
2016/09/03 17:14:35,9,BeanShell Sampler,200,OK,ThreadGroup 1-2,text,true,0
2016/09/03 17:14:37,47,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-3,text,true,46
2016/09/03 17:14:38,4,BeanShell Sampler,200,OK,ThreadGroup 1-3,text,true,0
2016/09/03 17:14:40,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-4,text,true,40
2016/09/03 17:14:41,4,BeanShell Sampler,200,OK,ThreadGroup 1-4,text,true,0
2016/09/03 17:14:44,39,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-5,text,true,39
2016/09/03 17:14:44,7,BeanShell Sampler,200,OK,ThreadGroup 1-5,text,true,0
2016/09/03 17:14:47,50,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-6,text,true,49
2016/09/03 17:14:47,4,BeanShell Sampler,200,OK,ThreadGroup 1-6,text,true,0
2016/09/03 17:14:50,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-7,text,true,42
2016/09/03 17:14:50,3,BeanShell Sampler,200,OK,ThreadGroup 1-7,text,true,0
2016/09/03 17:14:53,47,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-8,text,true,46
2016/09/03 17:14:53,4,BeanShell Sampler,200,OK,ThreadGroup 1-8,text,true,0
2016/09/03 17:14:41,12632,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-2,text,true,12632
2016/09/03 17:14:41,14827,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-3,text,true,14826
2016/09/03 17:14:56,47,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-9,text,true,46
2016/09/03 17:14:56,2,BeanShell Sampler,200,OK,ThreadGroup 1-9,text,true,0
2016/09/03 17:14:41,16183,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-1,text,true,16183
2016/09/03 17:14:59,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-10,text,true,41
2016/09/03 17:14:59,3,BeanShell Sampler,200,OK,ThreadGroup 1-10,text,true,0
2016/09/03 17:15:02,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-11,text,true,41
2016/09/03 17:15:02,2,BeanShell Sampler,200,OK,ThreadGroup 1-11,text,true,0
2016/09/03 17:15:05,44,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-12,text,true,44
2016/09/03 17:15:05,2,BeanShell Sampler,200,OK,ThreadGroup 1-12,text,true,0
2016/09/03 17:15:08,45,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-13,text,true,44
2016/09/03 17:15:09,2,BeanShell Sampler,200,OK,ThreadGroup 1-13,text,true,0
2016/09/03 17:14:50,21143,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-4,text,true,21143
2016/09/03 17:14:50,21675,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-5,text,true,21675
2016/09/03 17:15:11,39,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-14,text,true,39
2016/09/03 17:15:12,2,BeanShell Sampler,200,OK,ThreadGroup 1-14,text,true,0
2016/09/03 17:14:50,22314,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-6,text,true,22314
2016/09/03 17:15:14,49,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-15,text,true,49
2016/09/03 17:15:15,2,BeanShell Sampler,200,OK,ThreadGroup 1-15,text,true,0
2016/09/03 17:15:18,43,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-16,text,true,43
2016/09/03 17:15:18,2,BeanShell Sampler,200,OK,ThreadGroup 1-16,text,true,0
2016/09/03 17:15:21,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-17,text,true,41
2016/09/03 17:15:21,1,BeanShell Sampler,200,OK,ThreadGroup 1-17,text,true,0
2016/09/03 17:15:24,39,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-18,text,true,39
2016/09/03 17:15:24,1,BeanShell Sampler,200,OK,ThreadGroup 1-18,text,true,0
2016/09/03 17:15:27,45,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-19,text,true,44
2016/09/03 17:15:27,2,BeanShell Sampler,200,OK,ThreadGroup 1-19,text,true,0
2016/09/03 17:14:59,28719,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-7,text,true,28719
2016/09/03 17:14:59,29304,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-8,text,true,29304
2016/09/03 17:14:59,29924,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-9,text,true,29924
2016/09/03 17:15:30,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-20,text,true,41
2016/09/03 17:15:30,1,BeanShell Sampler,200,OK,ThreadGroup 1-20,text,true,0
2016/09/03 17:15:33,43,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-21,text,true,43
2016/09/03 17:15:33,2,BeanShell Sampler,200,OK,ThreadGroup 1-21,text,true,0
2016/09/03 17:15:36,46,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-22,text,true,46
2016/09/03 17:15:36,1,BeanShell Sampler,200,OK,ThreadGroup 1-22,text,true,0
2016/09/03 17:15:39,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-23,text,true,40
2016/09/03 17:15:39,2,BeanShell Sampler,200,OK,ThreadGroup 1-23,text,true,0
2016/09/03 17:15:08,32672,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-10,text,true,32672
2016/09/03 17:15:08,32924,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-11,text,true,32924
2016/09/03 17:15:08,33422,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-12,text,true,33422
2016/09/03 17:15:42,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-24,text,true,42
2016/09/03 17:15:42,1,BeanShell Sampler,200,OK,ThreadGroup 1-24,text,true,0
2016/09/03 17:15:45,43,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-25,text,true,43
2016/09/03 17:15:46,1,BeanShell Sampler,200,OK,ThreadGroup 1-25,text,true,0
2016/09/03 17:15:48,38,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-26,text,true,38
2016/09/03 17:15:49,2,BeanShell Sampler,200,OK,ThreadGroup 1-26,text,true,0
2016/09/03 17:15:52,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-27,text,true,41
2016/09/03 17:15:52,2,BeanShell Sampler,200,OK,ThreadGroup 1-27,text,true,0
2016/09/03 17:15:55,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-28,text,true,41
2016/09/03 17:15:55,2,BeanShell Sampler,200,OK,ThreadGroup 1-28,text,true,0
2016/09/03 17:15:18,37356,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-13,text,true,37355
2016/09/03 17:15:18,38070,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-14,text,true,38070
2016/09/03 17:15:18,38305,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-15,text,true,38305
2016/09/03 17:15:58,46,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-29,text,true,46
2016/09/03 17:15:58,2,BeanShell Sampler,200,OK,ThreadGroup 1-29,text,true,0
2016/09/03 17:16:01,46,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-30,text,true,46
2016/09/03 17:16:01,2,BeanShell Sampler,200,OK,ThreadGroup 1-30,text,true,0
2016/09/03 17:16:04,48,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-31,text,true,47
2016/09/03 17:16:04,1,BeanShell Sampler,200,OK,ThreadGroup 1-31,text,true,0
2016/09/03 17:15:27,39615,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-16,text,true,39615
2016/09/03 17:15:27,40122,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-17,text,true,40122
2016/09/03 17:16:07,39,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-32,text,true,39
2016/09/03 17:16:07,1,BeanShell Sampler,200,OK,ThreadGroup 1-32,text,true,0
2016/09/03 17:15:27,40754,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-18,text,true,40754
2016/09/03 17:16:10,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-33,text,true,42
2016/09/03 17:16:10,2,BeanShell Sampler,200,OK,ThreadGroup 1-33,text,true,0
2016/09/03 17:16:13,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-34,text,true,40
2016/09/03 17:16:13,1,BeanShell Sampler,200,OK,ThreadGroup 1-34,text,true,0
2016/09/03 17:16:16,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-35,text,true,41
2016/09/03 17:16:16,1,BeanShell Sampler,200,OK,ThreadGroup 1-35,text,true,0
2016/09/03 17:16:19,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-36,text,true,42
2016/09/03 17:16:20,2,BeanShell Sampler,200,OK,ThreadGroup 1-36,text,true,0
2016/09/03 17:15:36,44071,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-19,text,true,44071
2016/09/03 17:15:36,44391,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-20,text,true,44391
2016/09/03 17:15:36,44697,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-21,text,true,44697
2016/09/03 17:16:22,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-37,text,true,39
2016/09/03 17:16:23,1,BeanShell Sampler,200,OK,ThreadGroup 1-37,text,true,0
2016/09/03 17:16:25,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-38,text,true,40
2016/09/03 17:16:26,1,BeanShell Sampler,200,OK,ThreadGroup 1-38,text,true,0
2016/09/03 17:16:29,44,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-39,text,true,44
2016/09/03 17:16:29,1,BeanShell Sampler,200,OK,ThreadGroup 1-39,text,true,0
2016/09/03 17:16:32,43,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-40,text,true,43
2016/09/03 17:16:32,1,BeanShell Sampler,200,OK,ThreadGroup 1-40,text,true,0
2016/09/03 17:16:35,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-41,text,true,41
2016/09/03 17:16:35,1,BeanShell Sampler,200,OK,ThreadGroup 1-41,text,true,0
2016/09/03 17:15:45,51844,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-22,text,true,51844
2016/09/03 17:15:45,52564,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-23,text,true,52564
2016/09/03 17:16:38,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-42,text,true,42
2016/09/03 17:16:38,1,BeanShell Sampler,200,OK,ThreadGroup 1-42,text,true,0
2016/09/03 17:15:46,52891,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-24,text,true,52891
2016/09/03 17:16:41,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-43,text,true,41
2016/09/03 17:16:41,2,BeanShell Sampler,200,OK,ThreadGroup 1-43,text,true,0
2016/09/03 17:16:44,39,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-44,text,true,39
2016/09/03 17:16:44,2,BeanShell Sampler,200,OK,ThreadGroup 1-44,text,true,0
2016/09/03 17:16:47,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-45,text,true,40
2016/09/03 17:16:47,2,BeanShell Sampler,200,OK,ThreadGroup 1-45,text,true,0
2016/09/03 17:16:50,43,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-46,text,true,43
2016/09/03 17:16:50,2,BeanShell Sampler,200,OK,ThreadGroup 1-46,text,true,0
2016/09/03 17:15:55,58804,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-25,text,true,58804
2016/09/03 17:16:53,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-47,text,true,39
2016/09/03 17:16:54,2,BeanShell Sampler,200,OK,ThreadGroup 1-47,text,true,0
2016/09/03 17:15:55,59025,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-26,text,true,59025
2016/09/03 17:15:55,59643,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-27,text,true,59643
2016/09/03 17:16:56,39,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-48,text,true,39
2016/09/03 17:16:57,2,BeanShell Sampler,200,OK,ThreadGroup 1-48,text,true,0
2016/09/03 17:16:59,46,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-49,text,true,45
2016/09/03 17:17:00,1,BeanShell Sampler,200,OK,ThreadGroup 1-49,text,true,0
2016/09/03 17:17:03,47,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-50,text,true,47
2016/09/03 17:17:03,2,BeanShell Sampler,200,OK,ThreadGroup 1-50,text,true,0
2016/09/03 17:17:06,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-51,text,true,40
2016/09/03 17:17:06,1,BeanShell Sampler,200,OK,ThreadGroup 1-51,text,true,0
2016/09/03 17:16:04,63566,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-28,text,true,63566
2016/09/03 17:16:04,63873,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-29,text,true,63873
2016/09/03 17:16:04,64786,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-30,text,true,64786
2016/09/03 17:17:09,39,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-52,text,true,39
2016/09/03 17:17:09,2,BeanShell Sampler,200,OK,ThreadGroup 1-52,text,true,0
2016/09/03 17:17:12,46,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-53,text,true,45
2016/09/03 17:17:12,1,BeanShell Sampler,200,OK,ThreadGroup 1-53,text,true,0
2016/09/03 17:17:15,47,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-54,text,true,47
2016/09/03 17:17:15,2,BeanShell Sampler,200,OK,ThreadGroup 1-54,text,true,0
2016/09/03 17:17:18,39,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-55,text,true,39
2016/09/03 17:17:18,1,BeanShell Sampler,200,OK,ThreadGroup 1-55,text,true,0
2016/09/03 17:17:21,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-56,text,true,41
2016/09/03 17:17:21,2,BeanShell Sampler,200,OK,ThreadGroup 1-56,text,true,0
2016/09/03 17:16:13,69099,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-31,text,true,69099
2016/09/03 17:16:13,70323,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-32,text,true,70323
2016/09/03 17:16:13,70973,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-33,text,true,70973
2016/09/03 17:17:24,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-57,text,true,41
2016/09/03 17:17:24,1,BeanShell Sampler,200,OK,ThreadGroup 1-57,text,true,0
