timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,Latency
2016/09/03 11:31:16,130,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-1,text,true,128
2016/09/03 11:31:17,5,BeanShell Sampler,200,OK,ThreadGroup 1-1,text,true,0
2016/09/03 11:31:17,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-2,text,true,42
2016/09/03 11:31:17,4,BeanShell Sampler,200,OK,ThreadGroup 1-2,text,true,0
2016/09/03 11:31:19,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-3,text,true,41
2016/09/03 11:31:19,5,BeanShell Sampler,200,OK,ThreadGroup 1-3,text,true,0
2016/09/03 11:31:20,43,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-4,text,true,42
2016/09/03 11:31:20,5,BeanShell Sampler,200,OK,ThreadGroup 1-4,text,true,0
2016/09/03 11:31:22,43,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-5,text,true,43
2016/09/03 11:31:22,4,BeanShell Sampler,200,OK,ThreadGroup 1-5,text,true,0
2016/09/03 11:31:23,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-6,text,true,41
2016/09/03 11:31:24,4,BeanShell Sampler,200,OK,ThreadGroup 1-6,text,true,0
2016/09/03 11:31:25,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-7,text,true,40
2016/09/03 11:31:25,3,BeanShell Sampler,200,OK,ThreadGroup 1-7,text,true,0
2016/09/03 11:31:19,8025,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-2,text,true,8025
2016/09/03 11:31:27,43,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-8,text,true,43
2016/09/03 11:31:27,3,BeanShell Sampler,200,OK,ThreadGroup 1-8,text,true,0
2016/09/03 11:31:28,109,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-9,text,true,109
2016/09/03 11:31:29,3,BeanShell Sampler,200,OK,ThreadGroup 1-9,text,true,0
2016/09/03 11:31:30,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-10,text,true,41
2016/09/03 11:31:30,3,BeanShell Sampler,200,OK,ThreadGroup 1-10,text,true,0
2016/09/03 11:31:20,10792,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-1,text,true,10792
2016/09/03 11:31:32,47,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-11,text,true,46
2016/09/03 11:31:32,2,BeanShell Sampler,200,OK,ThreadGroup 1-11,text,true,0
2016/09/03 11:31:33,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-12,text,true,39
