timestamp sum_req daily_proportion_reqs hourly_concurrent_users
1451606400.0 547.0 0.032174577966 72
1451610000.0 559.0 0.0328804187989 73
1451613600.0 504.0 0.0296453149815 66
1451617200.0 548.0 0.0322333980354 72
1451620800.0 536.0 0.0315275572025 70
1451624400.0 536.0 0.0315275572025 70
1451628000.0 603.0 0.0354685018528 79
1451631600.0 621.0 0.0365272631022 82
1451635200.0 728.0 0.0428210105288 96
1451638800.0 763.0 0.0448797129581 100
1451642400.0 742.0 0.0436444915005 97
1451646000.0 790.0 0.0464678548321 104
1451649600.0 707.0 0.0415857890712 93
1451653200.0 762.0 0.0448208928887 100
1451656800.0 736.0 0.0432915710841 97
1451660400.0 811.0 0.0477030762896 106
1451664000.0 788.0 0.0463502146933 103
1451667600.0 898.0 0.0528204223281 118
1451671200.0 886.0 0.0521145814952 116
1451674800.0 876.0 0.0515263808011 115
1451678400.0 841.0 0.0494676783719 110
1451682000.0 763.0 0.0448797129581 100
1451685600.0 763.0 0.0448797129581 100
1451689200.0 670.0 0.0394094465031 88
1451692800.0 713.0 0.0384573894283 92
1451696400.0 596.0 0.0321467098166 77
1451700000.0 581.0 0.0313376483279 75
1451703600.0 560.0 0.0302049622438 72
1451707200.0 581.0 0.0313376483279 75
1451710800.0 764.0 0.0412081984898 98
1451714400.0 910.0 0.0490830636462 117
1451718000.0 1002.0 0.0540453074434 129
1451721600.0 953.0 0.051402373247 123
1451725200.0 996.0 0.0537216828479 128
1451728800.0 977.0 0.0526968716289 126
1451732400.0 803.0 0.0433117583603 103
1451736000.0 762.0 0.0411003236246 98
1451739600.0 771.0 0.0415857605178 99
1451743200.0 787.0 0.0424487594391 101
1451746800.0 863.0 0.046548004315 111
1451750400.0 833.0 0.0449298813376 107
1451754000.0 748.0 0.0403451995685 96
1451757600.0 777.0 0.0419093851133 100
1451761200.0 713.0 0.0384573894283 92
1451764800.0 743.0 0.0400755124056 96
1451768400.0 705.0 0.0380258899676 91
1451772000.0 732.0 0.0394822006472 94
1451775600.0 722.0 0.0389428263215 93
1451779200.0 761.0 0.0389517326099 98
1451782800.0 652.0 0.0333725751139 84
1451786400.0 599.0 0.0306597737626 77
1451790000.0 599.0 0.0306597737626 77
1451793600.0 616.0 0.0315299175923 79
1451797200.0 755.0 0.038644623023 97
1451800800.0 914.0 0.0467830270768 117
1451804400.0 954.0 0.0488304243231 123
1451808000.0 965.0 0.0493934585658 124
1451811600.0 986.0 0.0504683421201 127
1451815200.0 884.0 0.0452474791421 114
1451818800.0 879.0 0.0449915544864 113
1451822400.0 802.0 0.0410503147873 103
1451826000.0 775.0 0.0396683216461 100
1451829600.0 856.0 0.0438143010698 110
1451833200.0 909.0 0.046527102421 117
1451836800.0 858.0 0.0439166709321 110
1451840400.0 933.0 0.0477555407688 120
1451844000.0 825.0 0.0422275682039 106
1451847600.0 780.0 0.0399242463019 100
1451851200.0 931.0 0.0476531709065 120
1451854800.0 802.0 0.0410503147873 103
1451858400.0 780.0 0.0399242463019 100
1451862000.0 690.0 0.0353176024978 89
1451865600.0 666.0 0.0300690776107 76
1451869200.0 631.0 0.0284888708294 72
1451872800.0 589.0 0.0265926226918 67
1451876400.0 559.0 0.0252381597363 64
1451880000.0 652.0 0.0294369948982 74
1451883600.0 786.0 0.0354869294325 90
1451887200.0 929.0 0.0419432028534 106
1451890800.0 1077.0 0.0486252201002 123
1451894400.0 1161.0 0.0524177163755 133
1451898000.0 1106.0 0.0499345342905 126
1451901600.0 1071.0 0.0483543275091 122
1451905200.0 1168.0 0.0527337577317 133
1451908800.0 1014.0 0.0457808478938 116
1451912400.0 985.0 0.0444715337036 112
1451916000.0 1067.0 0.0481737324484 122
1451919600.0 1072.0 0.0483994762743 122
1451923200.0 1068.0 0.0482188812136 122
1451926800.0 1027.0 0.0463677818412 117
1451930400.0 1037.0 0.046819269493 118
1451934000.0 1039.0 0.0469095670233 119
1451937600.0 1043.0 0.0470901620841 119
1451941200.0 920.0 0.0415368639668 105
1451944800.0 792.0 0.0357578220236 90
1451948400.0 715.0 0.0322813671046 82
1451952000.0 617.0 0.0347038641093 88
1451955600.0 567.0 0.0318915574554 81
1451959200.0 545.0 0.0306541425277 77
1451962800.0 429.0 0.0241295910906 61
1451966400.0 465.0 0.0261544518814 66
1451970000.0 669.0 0.0376286630294 95
1451973600.0 771.0 0.0433657686034 109
1451977200.0 843.0 0.047415490185 120
1451980800.0 875.0 0.0492153664436 124
1451984400.0 854.0 0.0480341976489 121
1451988000.0 823.0 0.0462905675235 117
1451991600.0 812.0 0.0456718600596 115
1451995200.0 777.0 0.0437032454019 110
1451998800.0 816.0 0.0458968445919 116
1452002400.0 855.0 0.048090443782 121
1452006000.0 906.0 0.050958996569 129
1452009600.0 885.0 0.0497778277743 126
1452013200.0 913.0 0.0513527195005 130
1452016800.0 819.0 0.0460655829912 116
1452020400.0 783.0 0.0440407222003 111
1452024000.0 736.0 0.0413971539457 105
1452027600.0 649.0 0.0365037403678 92
1452031200.0 655.0 0.0368412171663 93
1452034800.0 552.0 0.0310478654592 78
1452038400.0 435.0 0.024135826444 60
1452042000.0 439.0 0.024357765078 61
1452045600.0 437.0 0.024246795761 61
1452049200.0 398.0 0.0220828940798 55
1452052800.0 458.0 0.0254119735893 64
1452056400.0 659.0 0.0365643899462 91
1452060000.0 814.0 0.0451645120124 113
1452063600.0 927.0 0.051434278422 129
