timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,Latency
2016/09/03 12:09:41,126,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-1,text,true,124
2016/09/03 12:09:42,33,BeanShell Sampler,200,OK,ThreadGroup 1-1,text,true,0
2016/09/03 12:09:42,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-2,text,true,39
2016/09/03 12:09:42,4,BeanShell Sampler,200,OK,ThreadGroup 1-2,text,true,0
2016/09/03 12:09:44,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-3,text,true,41
2016/09/03 12:09:44,4,BeanShell Sampler,200,OK,ThreadGroup 1-3,text,true,0
2016/09/03 12:09:45,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-4,text,true,40
2016/09/03 12:09:45,3,BeanShell Sampler,200,OK,ThreadGroup 1-4,text,true,0
2016/09/03 12:09:47,41,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-5,text,true,41
2016/09/03 12:09:47,6,BeanShell Sampler,200,OK,ThreadGroup 1-5,text,true,0
2016/09/03 12:09:48,47,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-6,text,true,45
2016/09/03 12:09:49,5,BeanShell Sampler,200,OK,ThreadGroup 1-6,text,true,0
2016/09/03 12:09:50,42,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-7,text,true,42
2016/09/03 12:09:50,2,BeanShell Sampler,200,OK,ThreadGroup 1-7,text,true,0
2016/09/03 12:09:52,40,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-8,text,true,40
2016/09/03 12:09:52,3,BeanShell Sampler,200,OK,ThreadGroup 1-8,text,true,0
2016/09/03 12:09:44,8305,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-2,text,true,8304
2016/09/03 12:09:53,39,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-9,text,true,39
2016/09/03 12:09:53,3,BeanShell Sampler,200,OK,ThreadGroup 1-9,text,true,0
2016/09/03 12:09:55,38,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-10,text,true,38
2016/09/03 12:09:55,3,BeanShell Sampler,200,OK,ThreadGroup 1-10,text,true,0
2016/09/03 12:09:45,11250,HTTP Request - passengerRouteRequest,200,OK,ThreadGroup 1-1,text,true,11250
2016/09/03 12:09:56,47,HTTP Request - retrievePassengerData,200,OK,ThreadGroup 1-11,text,true,46
2016/09/03 12:09:57,2,BeanShell Sampler,200,OK,ThreadGroup 1-11,text,true,0
